Status,Model Name,File Path,Old Frameworks,New Frameworks
UPDATED,Sailesh97/Hinvec,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/hinvec_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,Salesforce/SFR-Embedding-2_R,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/salesforce_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,Salesforce/SFR-Embedding-Code-2B_R,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/salesforce_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,Salesforce/SFR-Embedding-Mistral,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/salesforce_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,Salesforce/blip-image-captioning-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,Salesforce/blip-image-captioning-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,Salesforce/blip-itm-base-coco,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,Salesforce/blip-itm-base-flickr,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,Salesforce/blip-itm-large-coco,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,Salesforce/blip-itm-large-flickr,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,Salesforce/blip-vqa-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,Salesforce/blip-vqa-capfilt-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,Salesforce/blip2-opt-2.7b,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip2_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,Salesforce/blip2-opt-6.7b-coco,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/blip2_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,SamilPwC-AXNode-GenAI/PwC-Embedding_expr,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/samilpwc_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,Shuu12121/CodeSearch-ModernBERT-Crow-Plus,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/shuu_model.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,Snowflake/snowflake-arctic-embed-l,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/arctic_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors"
UPDATED,Snowflake/snowflake-arctic-embed-l-v2.0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/arctic_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors"
UPDATED,Snowflake/snowflake-arctic-embed-m,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/arctic_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors"
UPDATED,Snowflake/snowflake-arctic-embed-m-long,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/arctic_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors"
UPDATED,Snowflake/snowflake-arctic-embed-m-v1.5,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/arctic_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors, GGUF"
UPDATED,Snowflake/snowflake-arctic-embed-m-v2.0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/arctic_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors"
UPDATED,Snowflake/snowflake-arctic-embed-s,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/arctic_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors"
UPDATED,Snowflake/snowflake-arctic-embed-xs,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/arctic_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors"
UPDATED,TIGER-Lab/VLM2Vec-Full,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/vlm2vec_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,TIGER-Lab/VLM2Vec-LoRA,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/vlm2vec_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,Tarka-AIR/Tarka-Embedding-150M-V1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/tarka_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,Tarka-AIR/Tarka-Embedding-350M-V1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/tarka_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,TencentBAC/Conan-embedding-v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,TencentBAC/Conan-embedding-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/conan_models.py,API,"API, Sentence Transformers, Transformers"
UPDATED,TomoroAI/tomoro-colqwen3-embed-4b,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/colqwen_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,TomoroAI/tomoro-colqwen3-embed-8b,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/colqwen_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,VPLabs/SearchMap_Preview,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/searchmap_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,VoVanPhuc/sup-SimCSE-VietNamese-phobert-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/vi_vn_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, Transformers, safetensors"
UPDATED,WhereIsAI/UAE-Large-V1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/uae_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, ONNX, safetensors, Transformers"
UPDATED,aari1995/German_Semantic_STS_V2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,abhinand/MedEmbed-small-v0.1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Sentence Transformers, safetensors"
UPDATED,ai-forever/FRIDA,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,ai-forever/ru-en-RoSBERTa,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,ai-forever/sbert_large_mt_nlu_ru,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,ai-forever/sbert_large_nlu_ru,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,ai-sage/Giga-Embeddings-instruct,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,andersborges/model2vecdk,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/andersborges.py,"NumPy, Sentence Transformers","NumPy, Sentence Transformers, safetensors"
UPDATED,andersborges/model2vecdk-stem,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/andersborges.py,"NumPy, Sentence Transformers","NumPy, Sentence Transformers, safetensors"
UPDATED,annamodels/LGAI-Embedding-Preview,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/lgai_embedding_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,avsolatorio/GIST-Embedding-v0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,avsolatorio/GIST-all-MiniLM-L6-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,avsolatorio/GIST-large-Embedding-v0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,avsolatorio/GIST-small-Embedding-v0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, ONNX, safetensors"
UPDATED,avsolatorio/NoInstruct-small-Embedding-v0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/no_instruct_sentence_models.py,PyTorch,"PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,bflhc/MoD-Embedding,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/mod_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,bflhc/Octen-Embedding-4B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/octen_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,bflhc/Octen-Embedding-8B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/octen_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,bigscience/sgpt-bloom-7b1-msmarco,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Sentence Transformers"
UPDATED,bisectgroup/BiCA-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/bica_model.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,bkai-foundation-models/vietnamese-bi-encoder,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/vi_vn_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,brahmairesearch/slx-v0.1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors, Transformers"
UPDATED,castorini/monobert-large-msmarco,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_custom.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,castorini/monot5-3b-msmarco-10k,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_monot5_based.py,PyTorch,"PyTorch, Transformers"
UPDATED,castorini/monot5-base-msmarco-10k,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_monot5_based.py,PyTorch,"PyTorch, Transformers"
UPDATED,castorini/monot5-large-msmarco-10k,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_monot5_based.py,PyTorch,"PyTorch, Transformers"
UPDATED,castorini/monot5-small-msmarco-10k,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_monot5_based.py,PyTorch,"PyTorch, Transformers"
UPDATED,cl-nagoya/ruri-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-base-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-large-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-small,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-small-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-v3-130m,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-v3-30m,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-v3-310m,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,cl-nagoya/ruri-v3-70m,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ruri_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, safetensors"
UPDATED,clips/e5-base-trm-nl,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/clips_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,clips/e5-large-trm-nl,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/clips_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,clips/e5-small-trm-nl,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/clips_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,codefuse-ai/C2LLM-0.5B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/codefuse_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, Transformers, safetensors"
UPDATED,codefuse-ai/C2LLM-7B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/codefuse_models.py,"PyTorch, Sentence Transformers","PyTorch, Sentence Transformers, Transformers, safetensors"
UPDATED,codefuse-ai/F2LLM-0.6B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/codefuse_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,codefuse-ai/F2LLM-1.7B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/codefuse_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,codefuse-ai/F2LLM-4B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/codefuse_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,codesage/codesage-base-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/codesage_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,codesage/codesage-large-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/codesage_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,codesage/codesage-small-v2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/codesage_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,cointegrated/LaBSE-en-ru,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,cointegrated/rubert-tiny,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,cointegrated/rubert-tiny2,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors, Transformers"
UPDATED,colbert-ir/colbertv2.0,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/pylate_models.py,"PyLate, ColBERT","PyLate, ColBERT, Transformers, ONNX, safetensors"
UPDATED,consciousAI/cai-lunaris-text-embeddings,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Sentence Transformers, Transformers"
UPDATED,consciousAI/cai-stellaris-text-embeddings,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Sentence Transformers"
UPDATED,deepfile/embedder-100p,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,deepvk/USER-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,deepvk/USER-bge-m3,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,deepvk/USER2-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,deepvk/USER2-small,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,deepvk/deberta-v1-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/ru_sentence_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers, safetensors"
UPDATED,dmedhi/PawanEmbd-68M,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/pawan_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,dunzhang/stella-mrl-large-zh-v3.5-1792d,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/stella_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,dwzhu/e5-base-4k,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/misc_models.py,PyTorch,"PyTorch, Transformers"
UPDATED,eagerworks/eager-embed-v1,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/eagerworks_models.py,Tevatron,"Tevatron, safetensors"
UPDATED,emillykkejensen/EmbeddingGemma-Scandi-300m,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/emillykkejensen_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,emillykkejensen/Qwen3-Embedding-Scandi-0.6B,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/emillykkejensen_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,emillykkejensen/mmBERTscandi-base-embedding,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/emillykkejensen_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,facebook/contriever-msmarco,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/sentence_transformers_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, Transformers"
UPDATED,facebook/dinov2-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/dinov2-giant,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/dinov2-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/dinov2-small,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino1b-full2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino2b-full2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino2b-heavy2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino2b-light2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino300m-full2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino3b-full2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino3b-heavy2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino3b-light2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino5b-full2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino7b-full8b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino7b-full8b-378,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-dino7b-full8b-518,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-mae1b-full2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-mae300m-full2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,facebook/webssl-mae700m-full2b-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/dino_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,fyaronskiy/english_code_retriever,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/en_code_retriever.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,google/embeddinggemma-300m,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/google_models.py,"Sentence Transformers, PyTorch","Sentence Transformers, PyTorch, safetensors"
UPDATED,google/flan-t5-base,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_monot5_based.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/flan-t5-large,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_monot5_based.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/flan-t5-xl,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_monot5_based.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/flan-t5-xxl,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/rerankers_monot5_based.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/siglip-base-patch16-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/siglip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/siglip-base-patch16-256,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/siglip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/siglip-base-patch16-256-multilingual,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/siglip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/siglip-base-patch16-384,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/siglip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/siglip-base-patch16-512,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/siglip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/siglip-large-patch16-256,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/siglip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/siglip-large-patch16-384,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/siglip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
UPDATED,google/siglip-so400m-patch14-224,/Users/ayushmunot/Desktop/OpenSource/mteb/mteb/models/model_implementations/siglip_models.py,PyTorch,"PyTorch, Transformers, safetensors"
